body type,Brand,model,modelYear,price,Kms Driven,Fuel Type,Transmission,Max Power,Torque,Mileage,Engine,ownerNo,Insurance Validity,Seats,City
SUV,Ford,Ford Ecosport,2018,10.25,49690,Petrol,Manual,120.0,149.0,15.9,1496,2,Third Party insurance,5,Bangalore
SUV,Mahindra,Mahindra XUV500,2016,10.0,110000,Diesel,Manual,140.0,330.0,16.0,2179,1,Third Party insurance,7,Bangalore
Sedan,Fiat,Fiat Linea,2009,3.75,50000,Petrol,Manual,90.0,115.0,16.0,1368,1,Third Party insurance,5,Bangalore
Sedan,Fiat,Fiat Linea,2009,3.75,50000,Petrol,Manual,90.0,115.0,16.0,1368,1,Third Party insurance,5,Bangalore
SUV,Ford,Ford Ecosport,2018,8.44,55702,Petrol,Automatic,121.0,150.0,14.8,1497,1,Comprehensive,5,Bangalore
Hatchback,Hyundai,Hyundai i20 Active,2016,7.64,45046,Diesel,Manual,88.0,220.0,21.19,1396,1,Third Party insurance,5,Bangalore
Hatchback,Maruti,Maruti Ritz,2014,4.2,53000,Petrol,Manual,85.0,114.0,18.5,1197,2,Third Party insurance,5,Bangalore
Hatchback,Maruti,Maruti Baleno,2016,6.84,94695,Diesel,Manual,74.0,190.0,27.39,1248,1,Third Party insurance,5,Bangalore
Hatchback,Maruti,Maruti Baleno,2019,8.03,22162,Petrol,Manual,83.0,115.0,21.4,1197,1,Zero Dep,5,Bangalore
Hatchback,Hyundai,Hyundai Santro Xing,2010,3.2,70000,Petrol,Manual,62.0,96.0,17.92,1086,2,Third Party insurance,5,Bangalore
Sedan,Honda,Honda City,2017,8.04,115331,Diesel,Manual,98.0,200.0,26.0,1498,1,Comprehensive,5,Bangalore
Sedan,Mercedes-Benz,Mercedes-Benz E-Class,2013,14.0,70000,Diesel,Automatic,170.0,400.0,10.0,2148,2,Third Party insurance,5,Bangalore
Hatchback,Maruti,Maruti Swift,2016,5.48,42233,Petrol,Manual,88.0,113.0,22.38,1197,2,Comprehensive,5,Bangalore
Hatchback,Hyundai,Hyundai Grand i10,2019,6.19,20941,Petrol,Manual,81.0,113.0,18.9,1197,1,Comprehensive,5,Bangalore
SUV,Maruti,Maruti Vitara Brezza,2018,10.0,50000,Diesel,Manual,88.0,200.0,24.3,1248,2,Third Party insurance,5,Bangalore
SUV,Honda,Honda WR-V,2018,8.65,46602,Petrol,Manual,88.0,110.0,17.5,1199,1,Comprehensive,5,Bangalore
SUV,Mahindra Ssangyong,Mahindra Ssangyong Rexton,2014,10.0,50000,Diesel,Automatic,184.0,402.0,11.18,2696,2,Third Party insurance,7,Bangalore
Hatchback,Maruti,Maruti Swift,2014,5.35,104000,Diesel,Manual,74.0,190.0,25.2,1248,2,Comprehensive,5,Bangalore
SUV,Ford,Ford Ecosport,2018,9.75,90000,Diesel,Manual,98.0,205.0,23.0,1498,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Baleno,2017,6.99,50035,Petrol,Manual,83.0,115.0,21.4,1197,1,Third Party insurance,5,Bangalore
SUV,Tata,Tata Nexon,2021,11.5,80000,Petrol,Manual,118.0,170.0,17.57,1199,1,Third Party insurance,5,Bangalore
Hatchback,Hyundai,Hyundai i20,2015,6.25,90000,Petrol,Manual,81.0,114.0,18.6,1197,2,Comprehensive,5,Bangalore
Sedan,Mercedes-Benz,Mercedes-Benz E-Class,2011,10.0,90000,Diesel,Automatic,203.0,500.0,14.21,2143,4,Third Party insurance,5,Bangalore
Sedan,Toyota,Toyota Corolla Altis,2011,6.0,120000,Diesel,Manual,87.0,205.0,21.43,1364,1,Third Party insurance,5,Bangalore
Sedan,Maruti,Maruti Swift Dzire,2015,6.75,25170,Petrol,Manual,88.0,113.0,22.41,1197,1,Third Party,5,Bangalore
Sedan,Maruti,Maruti Ciaz,2021,8.93,25022,Petrol,Manual,103.0,138.0,20.65,1462,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Swift,2012,4.2,100000,Diesel,Manual,74.0,190.0,22.9,1248,2,Third Party insurance,5,Bangalore
Sedan,Maruti,Maruti Ciaz,2020,9.41,26367,Petrol,Manual,103.0,138.0,20.65,1462,1,Zero Dep,5,Bangalore
Sedan,Hyundai,Hyundai Elantra,2015,6.3,76567,Petrol,Automatic,147.0,177.0,14.5,1797,2,Zero Dep,5,Bangalore
MUV,Toyota,Toyota Innova,2013,12.75,120000,Diesel,Manual,100.0,200.0,12.99,2494,2,Third Party insurance,7,Bangalore
Hatchback,Hyundai,Hyundai Grand i10,2015,5.25,36459,Petrol,Automatic,82.0,114.0,18.9,1197,2,Comprehensive,5,Bangalore
SUV,Maruti,Maruti SX4 S Cross,2016,7.5,93725,Diesel,Manual,88.0,200.0,23.65,1248,1,Comprehensive,5,Bangalore
Sedan,Maruti,Maruti Ciaz,2016,6.32,115599,Petrol,Automatic,91.0,130.0,19.12,1373,2,Comprehensive,5,Bangalore
Sedan,Maruti,Maruti Swift Dzire,2015,6.45,43469,Petrol,Manual,88.0,113.0,22.41,1197,1,Zero Dep,5,Bangalore
SUV,BMW,BMW X5,2019,67.95,77000,Diesel,Automatic,261.0,620.0,13.38,2993,2,Comprehensive,5,Bangalore
SUV,Maruti,Maruti Vitara Brezza,2018,8.5,100000,Diesel,Manual,88.0,200.0,24.3,1248,1,Comprehensive,5,Bangalore
Sedan,Mitsubishi,Mitsubishi Cedia,2008,2.99,72000,Petrol,Manual,115.0,17.0,14.7,1999,1,Third Party insurance,5,Bangalore
Sedan,Jaguar,Jaguar XF,2013,20.95,77000,Diesel,Automatic,187.0,450.0,16.36,2179,1,Comprehensive,5,Bangalore
SUV,Audi,Audi Q7,2013,28.0,87101,Diesel,Automatic,241.0,550.0,12.07,2967,1,Comprehensive,7,Bangalore
Hatchback,Volkswagen,Volkswagen Polo,2021,9.99,40771,Petrol,Manual,108.0,175.0,18.24,999,2,Third Party,5,Bangalore
Hatchback,Honda,Honda Jazz,2018,8.25,28000,Petrol,Manual,88.0,110.0,18.7,1199,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Wagon R,2008,2.5,40000,Petrol,Manual,67.0,84.0,18.9,1061,3,Comprehensive,5,Bangalore
SUV,Hyundai,Hyundai Venue,2020,12.95,26000,Petrol,Automatic,118.0,172.0,18.15,998,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Wagon R,2012,3.29,76032,Petrol,Manual,67.0,90.0,18.9,998,1,Comprehensive,5,Bangalore
Sedan,Maruti,Maruti Ciaz,2018,6.66,113780,Petrol,Manual,103.0,138.0,21.56,1462,1,Comprehensive,5,Bangalore
Sedan,Audi,Audi A3,2019,22.9,24000,Diesel,Automatic,143.0,320.0,20.38,1968,1,Third Party insurance,5,Bangalore
SUV,Hyundai,Hyundai Venue,2020,10.26,65812,Diesel,Manual,98.0,240.0,23.7,1493,2,Third Party,5,Bangalore
SUV,Skoda,Skoda Kushaq,2022,17.0,10000,Petrol,Automatic,113.0,178.0,17.2,999,1,Third Party insurance,5,Bangalore
Hatchback,Maruti,Maruti Baleno,2016,6.81,39959,Petrol,Manual,83.0,115.0,21.4,1197,1,Zero Dep,5,Bangalore
SUV,Hyundai,Hyundai Alcazar,2022,16.9,10000,Petrol,Automatic,156.0,191.0,14.2,1999,1,Third Party insurance,7,Bangalore
Hatchback,Maruti,Maruti Alto K10,2016,3.18,65484,Petrol,Manual,65.0,89.0,24.39,998,3,Third Party insurance,5,Bangalore
Hatchback,Maruti,Maruti Baleno,2017,6.88,49174,Petrol,Manual,83.0,115.0,21.4,1197,1,Comprehensive,5,Bangalore
SUV,Volkswagen,Volkswagen Taigun,2022,13.0,20000,Petrol,Manual,113.0,178.0,20.08,999,1,Third Party insurance,5,Bangalore
Hatchback,Hyundai,Hyundai i10,2009,2.65,50000,Petrol,Manual,78.0,111.0,20.36,1197,1,Third Party insurance,5,Bangalore
Sedan,Maruti,Maruti Swift Dzire,2018,6.45,40000,Petrol,Automatic,81.0,113.0,22.0,1197,2,Third Party insurance,5,Bangalore
SUV,Hyundai,Hyundai Alcazar,2022,20.0,30000,Petrol,Automatic,156.0,191.0,14.2,1999,1,Third Party insurance,7,Bangalore
Coupe,BMW,BMW 3 Series,2007,9.0,50000,Petrol,Automatic,215.0,25.0,10.9,2497,3,Third Party insurance,5,Bangalore
Hatchback,Maruti,Maruti Swift,2020,6.2,80000,Petrol,Manual,81.0,113.0,21.21,1197,1,Third Party insurance,5,Bangalore
SUV,MG,MG Astor,2022,14.7,20000,Petrol,Manual,108.0,144.0,15.43,1498,1,Third Party insurance,5,Bangalore
Sedan,Hyundai,Hyundai Accent,2010,2.2,70000,CNG,Manual,93.0,124.0,13.2,1495,1,Third Party insurance,5,Bangalore
Sedan,Audi,Audi A4,2014,14.75,90000,Diesel,Automatic,174.0,380.0,17.11,1968,1,Third Party insurance,5,Bangalore
Hatchback,Renault,Renault KWID,2020,4.15,40000,Petrol,Manual,67.0,91.0,21.74,999,1,Third Party insurance,5,Bangalore
Hatchback,Honda,Honda Jazz,2016,6.1,63797,Petrol,Manual,88.0,110.0,18.7,1199,1,Comprehensive,5,Bangalore
Hatchback,Hyundai,Hyundai Grand i10,2018,5.6,60216,Petrol,Manual,81.0,113.0,18.9,1197,2,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Alto K10,2015,4.25,10000,Petrol,Automatic,67.0,90.0,23.95,998,2,Third Party insurance,5,Bangalore
Hatchback,Maruti,Maruti Baleno,2016,6.86,38153,Petrol,Manual,83.0,115.0,21.4,1197,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Swift,2015,5.17,76485,Petrol,Manual,88.0,113.0,22.38,1197,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Wagon R,2015,3.85,40000,Petrol,Manual,67.0,90.0,20.51,998,2,Third Party insurance,5,Bangalore
Hatchback,Maruti,Maruti Baleno,2016,6.75,40623,Petrol,Manual,83.0,115.0,21.4,1197,1,Comprehensive,5,Bangalore
Sedan,Mercedes-Benz,Mercedes-Benz C-Class,2018,33.0,18000,Diesel,Automatic,167.0,400.0,19.27,2143,2,Third Party insurance,5,Bangalore
Hatchback,Maruti,Maruti Swift,2014,4.99,88051,Petrol,Manual,88.0,113.0,22.38,1197,1,Third Party insurance,5,Bangalore
Hatchback,Maruti,Maruti Swift,2022,7.74,16522,Petrol,Manual,88.0,113.0,22.38,1197,1,Third Party,5,Bangalore
SUV,Jeep,Jeep Compass,2019,14.75,70000,Diesel,Manual,170.0,350.0,16.3,1956,2,Third Party insurance,5,Bangalore
Hatchback,Maruti,Maruti Wagon R,2008,2.4,80000,Petrol,Manual,67.0,84.0,18.9,1061,3,Third Party insurance,5,Bangalore
SUV,Hyundai,Hyundai Venue,2019,10.25,50000,Diesel,Manual,88.0,219.0,23.7,1396,1,Third Party insurance,5,Bangalore
SUV,Tata,Tata Nexon,2023,14.0,10000,Petrol,Manual,118.0,170.0,17.33,1199,1,Third Party insurance,5,Bangalore
Hatchback,Hyundai,Hyundai EON,2013,2.85,57000,Petrol,Manual,55.0,74.0,21.1,814,2,Third Party insurance,5,Bangalore
SUV,Mahindra,Mahindra XUV500,2016,10.0,110000,Diesel,Manual,140.0,330.0,16.0,2179,1,Third Party insurance,7,Bangalore
Hatchback,Maruti,Maruti Baleno,2019,7.8,10000,Petrol,Manual,83.0,115.0,21.4,1197,1,Third Party insurance,5,Bangalore
Hatchback,Maruti,Maruti Swift,2012,4.75,50000,Petrol,Manual,85.0,114.0,18.6,1197,2,Third Party insurance,5,Bangalore
SUV,Mahindra,Mahindra XUV300,2019,7.5,120000,Diesel,Manual,115.0,300.0,20.0,1497,1,Third Party insurance,5,Bangalore
Hatchback,Hyundai,Hyundai Grand i10,2014,5.55,35469,Petrol,Manual,82.0,114.0,18.9,1197,1,Comprehensive,5,Bangalore
Hatchback,Honda,Honda Jazz,2017,6.07,40073,Petrol,Manual,88.0,110.0,18.7,1199,2,Third Party insurance,5,Bangalore
Hatchback,Hyundai,Hyundai Grand i10,2017,5.14,65730,Petrol,Manual,81.0,113.0,18.9,1197,2,Third Party insurance,5,Bangalore
Sedan,Maruti,Maruti Baleno,2005,2.5,120000,Petrol,Manual,94.0,130.0,15.4,1590,2,Third Party insurance,5,Bangalore
Hatchback,Maruti,Maruti Baleno,2016,7.05,36184,Petrol,Manual,83.0,115.0,21.4,1197,2,Third Party,5,Bangalore
Hatchback,Maruti,Maruti Baleno,2016,6.53,69310,Petrol,Manual,83.0,115.0,21.4,1197,1,Comprehensive,5,Bangalore
Sedan,Honda,Honda City,2015,8.72,55643,Petrol,Automatic,117.0,145.0,18.0,1497,1,Third Party insurance,5,Bangalore
Hatchback,Hyundai,Hyundai Grand i10,2017,5.64,62803,Petrol,Automatic,81.0,113.0,18.9,1197,2,Third Party insurance,5,Bangalore
Hatchback,Volkswagen,Volkswagen Polo,2011,3.7,90000,Diesel,Manual,73.0,180.0,22.07,1199,2,Third Party insurance,5,Bangalore
Hatchback,Maruti,Maruti Swift,2015,5.5,68656,Petrol,Manual,88.0,113.0,22.38,1197,1,Third Party insurance,5,Bangalore
Hatchback,Honda,Honda Jazz,2016,5.17,77501,Petrol,Manual,88.0,110.0,18.7,1199,3,Comprehensive,5,Bangalore
Sedan,Maruti,Maruti Swift Dzire,2016,6.2,40000,Petrol,Manual,83.0,115.0,20.85,1197,1,Third Party insurance,5,Bangalore
Sedan,Maruti,Maruti Swift Dzire,2016,6.2,40000,Petrol,Manual,83.0,115.0,20.85,1197,1,Third Party insurance,5,Bangalore
Sedan,Honda,Honda City,2014,7.5,48325,Petrol,Automatic,117.0,145.0,18.0,1497,1,Third Party insurance,5,Bangalore
SUV,Tata,Tata Nexon,2022,12.2,30000,Petrol,Manual,118.0,170.0,17.57,1199,1,Third Party insurance,5,Bangalore
Hatchback,Mercedes-Benz,Mercedes-Benz B Class,2013,13.5,100000,Diesel,Automatic,120.0,200.0,14.8,2143,2,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Swift,2015,5.75,69000,Petrol,Manual,81.0,113.0,22.0,1197,1,Comprehensive,5,Bangalore
SUV,Jeep,Jeep Compass,2018,12.5,110000,Diesel,Manual,170.0,350.0,17.1,1956,1,Third Party insurance,5,Bangalore
Sedan,Hyundai,Hyundai Verna,2016,8.68,50000,Petrol,Manual,121.0,154.0,17.01,1591,2,Third Party insurance,5,Bangalore
MUV,Kia,Kia Carnival,2020,30.0,60000,Diesel,Automatic,197.0,440.0,14.11,2199,1,Third Party insurance,8,Bangalore
Hatchback,Hyundai,Hyundai i20,2021,9.8,20000,Petrol,Manual,118.0,171.0,20.0,998,1,Third Party insurance,5,Bangalore
Hatchback,Maruti,Maruti Swift,2022,9.0,14999,Petrol,Automatic,88.0,113.0,22.56,1197,1,Third Party,5,Bangalore
Hatchback,Honda,Honda Jazz,2016,5.5,90773,Petrol,Manual,88.0,110.0,18.7,1199,2,Comprehensive,5,Bangalore
Sedan,Skoda,Skoda Rapid,2012,4.5,90000,Diesel,Manual,103.0,250.0,20.5,1598,1,Third Party insurance,5,Bangalore
Hatchback,Maruti,Maruti Swift,2017,6.1,64917,Petrol,Manual,81.0,113.0,20.4,1197,2,Zero Dep,5,Bangalore
Hatchback,Honda,Honda Jazz,2017,5.43,70235,Petrol,Manual,88.0,110.0,18.7,1199,1,Comprehensive,5,Bangalore
Hatchback,Hyundai,Hyundai i20,2021,9.8,30000,Petrol,Manual,118.0,171.0,20.0,998,1,Third Party insurance,5,Bangalore
Hatchback,Honda,Honda Jazz,2016,5.35,78782,Petrol,Manual,88.0,110.0,18.7,1199,1,Zero Dep,5,Bangalore
SUV,Mahindra,Mahindra XUV500,2014,8.5,164000,Diesel,Manual,140.0,330.0,15.1,2179,2,Comprehensive,7,Bangalore
Sedan,Maruti,Maruti Ciaz,2016,6.61,72136,Petrol,Manual,91.0,130.0,20.73,1373,2,Third Party insurance,5,Bangalore
Hatchback,Maruti,Maruti Swift,2015,5.05,52486,Petrol,Manual,88.0,113.0,22.38,1197,2,Comprehensive,5,Bangalore
Sedan,Skoda,Skoda Laura,2007,4.5,150000,Diesel,Automatic,106.0,25.0,15.6,1896,1,Third Party insurance,5,Bangalore
SUV,Honda,Honda WR-V,2017,8.65,36887,Petrol,Manual,88.0,110.0,17.5,1199,1,Third Party insurance,5,Bangalore
SUV,Hyundai,Hyundai Venue,2019,9.99,47962,Petrol,Manual,118.0,171.0,18.27,998,1,Comprehensive,5,Bangalore
SUV,Nissan,Nissan Terrano,2014,5.95,135000,Diesel,Manual,83.0,200.0,20.45,1461,1,Comprehensive,5,Bangalore
Sedan,Skoda,Skoda Superb,2018,23.65,47398,Petrol,Automatic,177.0,250.0,14.67,1798,2,Comprehensive,5,Bangalore
Sedan,Fiat,Fiat Linea,2012,4.0,50000,Petrol,Manual,112.0,207.0,14.6,1368,2,Third Party insurance,5,Bangalore
Sedan,Maruti,Maruti Swift Dzire,2012,5.5,100000,Diesel,Manual,73.0,190.0,19.3,1248,1,Third Party insurance,5,Bangalore
SUV,BMW,BMW X4,2020,60.5,55000,Diesel,Automatic,261.0,620.0,14.71,2993,1,Comprehensive,5,Bangalore
SUV,BMW,BMW X3,2011,16.0,110000,Diesel,Automatic,218.0,25.0,16.55,1995,2,Comprehensive,5,Bangalore
Hatchback,Volkswagen,Volkswagen Polo,2013,5.2,90000,Petrol,Automatic,103.0,175.0,17.21,1197,3,Third Party insurance,5,Bangalore
Hatchback,Maruti,Maruti Baleno,2016,6.16,116624,Petrol,Manual,83.0,115.0,21.4,1197,1,Zero Dep,5,Bangalore
Sedan,Maruti,Maruti Ciaz,2019,7.95,54561,Petrol,Manual,103.0,138.0,21.56,1462,2,Zero Dep,5,Bangalore
MUV,Toyota,Toyota Innova,2013,12.75,120000,Diesel,Manual,100.0,200.0,12.99,2494,2,Third Party insurance,7,Bangalore
Hatchback,Honda,Honda Jazz,2016,6.24,65072,Petrol,Manual,88.0,110.0,18.7,1199,1,Comprehensive,5,Bangalore
Hatchback,Hyundai,Hyundai Grand i10,2017,5.49,133532,Petrol,Manual,81.0,113.0,18.9,1197,1,Zero Dep,5,Bangalore
MUV,Toyota,Toyota Innova,2010,7.6,120000,Diesel,Manual,100.0,200.0,11.4,2494,3,Third Party insurance,7,Bangalore
Sedan,Maruti,Maruti Swift Dzire,2013,5.24,39886,Petrol,Manual,88.0,113.0,22.41,1197,1,Comprehensive,5,Bangalore
SUV,Mahindra,Mahindra XUV500,2019,16.5,80000,Diesel,Manual,152.0,360.0,15.1,2179,1,Third Party insurance,7,Bangalore
Hatchback,Maruti,Maruti Swift,2015,5.83,56976,Diesel,Manual,74.0,190.0,25.2,1248,2,Comprehensive,5,Bangalore
Sedan,Volkswagen,Volkswagen Vento,2020,11.47,68303,Petrol,Manual,108.0,175.0,17.69,999,2,Zero Dep,5,Bangalore
Hatchback,Mini,Mini Cooper,2013,17.5,80000,Petrol,Automatic,181.0,240.0,13.6,1598,2,Third Party insurance,4,Bangalore
Sedan,Skoda,Skoda Rapid,2016,8.25,54000,Diesel,Automatic,108.0,250.0,21.72,1498,1,Comprehensive,5,Bangalore
SUV,Land Rover,Land Rover Discovery Sport,2016,31.5,98500,Diesel,Automatic,187.0,420.0,12.51,2179,1,Third Party insurance,7,Bangalore
Hatchback,Volkswagen,Volkswagen Polo,2018,7.55,72348,Petrol,Manual,74.0,110.0,16.2,1199,1,Third Party insurance,5,Bangalore
SUV,Hyundai,Hyundai Creta,2015,8.75,70000,Petrol,Manual,121.0,151.0,13.0,1591,1,Comprehensive,5,Bangalore
Hatchback,Volkswagen,Volkswagen Polo,2021,8.55,62696,Petrol,Manual,75.0,95.0,17.74,999,1,Third Party,5,Bangalore
SUV,Toyota,Toyota Fortuner,2014,18.45,174000,Diesel,Automatic,168.0,360.0,12.55,2982,3,Comprehensive,7,Bangalore
Hatchback,Hyundai,Hyundai Grand i10,2016,5.25,65000,Petrol,Manual,82.0,114.0,18.9,1197,1,Comprehensive,5,Bangalore
Hatchback,Hyundai,Hyundai Grand i10,2017,6.5,36000,Petrol,Automatic,81.0,113.0,18.9,1197,1,Comprehensive,5,Bangalore
MUV,Toyota,Toyota Innova,2011,9.5,199000,Diesel,Manual,102.0,20.0,12.8,2494,2,Comprehensive,7,Bangalore
Sedan,Honda,Honda City,2018,8.46,71905,Petrol,Automatic,117.0,145.0,18.0,1497,1,Zero Dep,5,Bangalore
Hatchback,Maruti,Maruti Swift,2013,4.24,69748,Petrol,Manual,88.0,113.0,22.38,1197,2,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Alto,2008,2.1,44000,Petrol,Manual,46.0,62.0,19.7,796,1,Comprehensive,5,Bangalore
Sedan,Toyota,Toyota Yaris,2021,9.59,17875,Petrol,Manual,105.0,140.0,17.1,1496,2,Third Party insurance,5,Bangalore
SUV,Renault,Renault Duster,2020,8.89,95678,Petrol,Manual,153.0,254.0,16.42,1330,1,Comprehensive,5,Bangalore
SUV,Renault,Renault Kiger,2022,8.5,12003,Petrol,Automatic,71.0,96.0,19.03,999,1,Third Party insurance,5,Bangalore
SUV,Ford,Ford Ecosport,2018,8.36,114427,Diesel,Manual,98.0,205.0,23.0,1498,2,Comprehensive,5,Bangalore
SUV,Renault,Renault Kiger,2022,6.6,20000,Petrol,Automatic,71.0,96.0,19.03,999,1,Third Party insurance,5,Bangalore
Hatchback,Honda,Honda Brio,2012,3.34,64655,Petrol,Manual,86.0,109.0,19.4,1198,1,Comprehensive,5,Bangalore
SUV,Mahindra,Mahindra KUV 100,2018,5.94,46456,Petrol,Manual,82.0,115.0,18.15,1198,1,Third Party insurance,6,Bangalore
SUV,Renault,Renault Kiger,2021,9.91,20000,Petrol,Automatic,98.0,152.0,18.24,999,1,Third Party insurance,5,Bangalore
SUV,Jeep,Jeep Compass,2018,14.5,50000,Diesel,Manual,170.0,350.0,17.1,1956,1,Third Party insurance,5,Bangalore
Sedan,Volkswagen,Volkswagen Vento,2011,2.19,90000,Diesel,Manual,103.0,250.0,20.54,1598,4,Third Party insurance,5,Bangalore
SUV,Hyundai,Hyundai Venue,2022,12.85,20000,Diesel,Manual,113.0,250.0,19.24556842105263,1493,1,Third Party insurance,5,Bangalore
SUV,Volvo,Volvo XC40,2021,41.95,27000,Petrol,Automatic,187.0,300.0,19.24556842105263,1969,1,Comprehensive,5,Bangalore
MUV,Toyota,Toyota Innova,2008,4.55,150000,Diesel,Manual,102.0,20.0,12.8,2494,3,Third Party insurance,8,Bangalore
Hatchback,Maruti,Maruti Baleno,2022,8.25,10000,Petrol,Manual,88.0,113.0,22.35,1197,1,Third Party insurance,5,Bangalore
Sedan,Honda,Honda City,2018,8.25,40000,Petrol,Manual,117.0,145.0,17.4,1497,1,Third Party insurance,5,Bangalore
SUV,Ford,Ford Ecosport,2020,9.2,40000,Diesel,Manual,98.0,205.0,23.0,1498,1,Third Party insurance,5,Bangalore
Sedan,Mercedes-Benz,Mercedes-Benz C-Class,2018,33.0,20000,Diesel,Automatic,167.0,400.0,19.27,2143,2,Third Party insurance,5,Bangalore
SUV,Ford,Ford Ecosport,2017,7.29,91598,Diesel,Manual,98.0,205.0,22.77,1498,2,Third Party,5,Bangalore
Hatchback,Maruti,Maruti Celerio,2015,4.32,57521,Petrol,Manual,65.0,89.0,25.24,998,1,Comprehensive,5,Bangalore
SUV,Renault,Renault Duster,2016,7.0,100000,Diesel,Manual,83.0,200.0,19.87,1461,1,Third Party insurance,5,Bangalore
Sedan,Hyundai,Hyundai Verna,2021,14.99,7598,Petrol,Manual,113.0,143.0,17.7,1497,1,Comprehensive,5,Bangalore
SUV,Renault,Renault Duster,2017,7.62,38520,Petrol,Manual,102.0,148.0,13.06,1598,1,Comprehensive,5,Bangalore
SUV,MG,MG Astor,2022,16.25,20000,Petrol,Manual,108.0,144.0,15.43,1498,1,Third Party insurance,5,Bangalore
SUV,Renault,Renault Duster,2014,6.32,110455,Diesel,Manual,83.0,200.0,20.45,1461,2,Comprehensive,5,Bangalore
SUV,Hyundai,Hyundai Venue,2020,12.18,26901,Petrol,Automatic,118.0,171.0,18.15,998,1,Comprehensive,5,Bangalore
Hatchback,Hyundai,Hyundai Grand i10,2017,5.24,65376,Petrol,Automatic,81.0,113.0,18.9,1197,1,Zero Dep,5,Bangalore
SUV,Mahindra,Mahindra XUV500,2018,14.05,28177,Diesel,Manual,152.0,360.0,15.1,2179,3,Comprehensive,7,Bangalore
SUV,Kia,Kia Sonet,2022,13.9,10000,Petrol,Manual,118.0,172.0,18.2,998,1,Third Party insurance,5,Bangalore
SUV,MG,MG Hector,2021,18.9,30000,Petrol,Automatic,141.0,250.0,19.24556842105263,1451,1,Comprehensive,5,Bangalore
SUV,Hyundai,Hyundai Creta,2018,12.75,27000,Petrol,Automatic,121.0,151.0,13.0,1591,1,Third Party insurance,5,Bangalore
Hatchback,Hyundai,Hyundai i10,2010,2.75,90000,Petrol,Automatic,80.0,11.0,19.2,1197,3,Third Party insurance,5,Bangalore
Sedan,Honda,Honda City,2022,11.25,20000,Petrol,Manual,117.0,145.0,17.4,1497,1,Third Party insurance,5,Bangalore
Sedan,Honda,Honda City,2016,6.5,82998,Petrol,Automatic,117.0,145.0,18.0,1497,1,Comprehensive,5,Bangalore
Sedan,Audi,Audi A4,2010,7.0,110000,Petrol,Automatic,163.0,22.0,12.3,1781,3,Third Party insurance,5,Bangalore
Sedan,Honda,Honda City,2019,11.0,14500,Petrol,Manual,117.0,145.0,17.14,1497,1,Third Party insurance,5,Bangalore
Sedan,Mahindra,Mahindra Verito,2016,2.6,120000,Diesel,Manual,65.0,160.0,21.03,1461,3,Third Party insurance,5,Bangalore
Hatchback,Hyundai,Hyundai i10,2010,3.95,68000,Petrol,Automatic,80.0,11.0,19.2,1197,2,Comprehensive,5,Bangalore
Sedan,Hyundai,Hyundai Xcent,2019,6.81,25887,Petrol,Manual,81.0,113.0,20.14,1197,1,Third Party insurance,5,Bangalore
Hatchback,Maruti,Maruti S-Presso,2020,4.05,74094,Petrol,Manual,65.0,89.0,21.7,998,1,Comprehensive,5,Bangalore
Hatchback,Honda,Honda Jazz,2018,7.65,40000,Petrol,Automatic,88.0,110.0,19.0,1199,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Ritz,2014,4.87,91045,Diesel,Manual,73.0,190.0,23.2,1248,1,Third Party,5,Bangalore
SUV,Mahindra,Mahindra XUV500,2018,14.74,80033,Diesel,Manual,152.0,360.0,15.1,2179,1,Third Party insurance,7,Bangalore
SUV,Mahindra,Mahindra XUV500,2017,13.4,70000,Diesel,Automatic,140.0,330.0,16.0,2179,2,Third Party insurance,7,Bangalore
MUV,Renault,Renault Triber,2021,7.7,13957,Petrol,Automatic,71.0,96.0,18.2,999,1,Comprehensive,7,Bangalore
Hatchback,Maruti,Maruti Baleno,2018,8.18,34140,Petrol,Automatic,83.0,115.0,21.4,1197,2,Third Party insurance,5,Bangalore
SUV,Ford,Ford Ecosport,2017,7.24,20056,Petrol,Manual,121.0,150.0,17.0,1497,1,Comprehensive,5,Bangalore
Hatchback,Maruti,Maruti Celerio,2016,4.68,38233,Petrol,Automatic,65.0,89.0,26.0,998,3,Comprehensive,5,Bangalore
Sedan,Volkswagen,Volkswagen Jetta,2013,5.0,100000,Petrol,Manual,120.0,200.0,14.69,1390,1,Third Party insurance,5,Bangalore
SUV,Ford,Ford Ecosport,2016,6.0,50000,Diesel,Manual,98.0,205.0,22.77,1498,2,Third Party insurance,5,Bangalore
SUV,Mahindra,Mahindra XUV500,2017,13.5,70000,Diesel,Manual,140.0,330.0,16.0,2179,2,Third Party insurance,7,Bangalore
Hatchback,Hyundai,Hyundai Grand i10,2016,5.25,44000,Petrol,Manual,82.0,114.0,18.9,1197,1,Comprehensive,5,Bangalore
